roadName,linkID,stnodeID,ednodeID,stnodeNM,ednodeNM,mapDist,stdLinkCnt,bsRoadYn,regCd,regNm,trfClsDivCd,trfClsDivNm,trfServYn
인수봉로,1080003900,1080002200,1080001200,한신대,미양초교,1570.0,7,Y,108,강북구,20,시내,Y
인수봉로,1080004000,1080001200,1080002200,미양초교,한신대,1574.0,8,Y,108,강북구,20,시내,Y
삼양로,1080004300,1080001800,1080001300,수유일공원,삼양시장,678.0,6,Y,108,강북구,20,시내,Y
삼양로,1080004400,1080001300,1080001800,삼양시장,수유일공원,677.0,6,Y,108,강북구,20,시내,Y
한천로,1080004600,1080011800,1080012400,번동주공3단지,강북구민운동장,309.0,1,Y,108,강북구,20,시내,Y
오현로,1080004700,1080012400,1080001600,강북구민운동장,강북구장애인종합복지관,282.0,2,Y,108,강북구,20,시내,Y
오현로,1080004800,1080001600,1080012400,강북구장애인종합복지관,강북구민운동장,283.0,2,Y,108,강북구,20,시내,Y
수유로,1080028900,1080015300,1080014700,효성인텔리안,강북노인종합복지관,336.0,1,Y,108,강북구,20,시내,Y
수유로,1080006002,1080012900,1080002400,성일빌딩,원일빌딩,278.0,1,Y,108,강북구,20,시내,Y
수유로,1080008701,1080014700,1080002400,강북노인종합복지관,원일빌딩,126.0,1,Y,108,강북구,20,시내,Y
수유로,1080005902,1080002400,1080012900,원일빌딩,성일빌딩,272.0,1,Y,108,강북구,20,시내,Y
수유로,1080008801,1080002400,1080014700,원일빌딩,강북노인종합복지관,120.0,1,Y,108,강북구,20,시내,Y
수유로,1080005901,1080012900,1080001800,성일빌딩,수유일공원,114.0,1,Y,108,강북구,20,시내,Y
수유로,1080028800,1080014700,1080015300,강북노인종합복지관,효성인텔리안,326.0,1,Y,108,강북구,20,시내,Y
여의공원로,1180028902,1180042900,1180045100,한국방송공사앞,동아일보하단,288.0,1,Y,118,영등포구,20,시내,Y
도봉로,1080005100,1080014200,1080008500,수유사거리,미아역,977.0,5,Y,108,강북구,20,시내,Y
도봉로,1080005200,1080008500,1080014200,미아역,수유사거리,974.0,5,Y,108,강북구,20,시내,Y
한천로,1080005300,1080013500,1080012400,강북보건소,강북구민운동장,361.0,1,Y,108,강북구,20,시내,Y
삼양로,1080005800,1080001800,1080002300,수유일공원,화계사입구,358.0,2,Y,108,강북구,20,시내,Y
화계사길,1080006300,1080002200,1080013600,한신대,화계사,325.0,1,N,108,강북구,20,시내,N
덕릉로,1080006500,1080002300,1080002200,화계사입구,한신대,354.0,1,Y,108,강북구,20,시내,Y
덕릉로,1080006600,1080002200,1080002300,한신대,화계사입구,355.0,1,Y,108,강북구,20,시내,Y
한천로,1080006800,1080013500,1080002800,강북보건소,번동사거리,542.0,2,Y,108,강북구,20,시내,Y
덕릉로,1080007000,1080002300,1080002400,화계사입구,화계유치원,174.0,1,Y,108,강북구,20,시내,Y
덕릉로,1080007200,1080002400,1080014200,화계유치원,수유사거리,343.0,2,Y,108,강북구,20,시내,Y
덕릉로,1080007300,1080002600,1080014200,강북구선거관리위윈회,수유사거리,205.0,2,Y,108,강북구,20,시내,Y
덕릉로,1080007400,1080014200,1080002600,수유사거리,강북구선거관리위윈회,205.0,2,Y,108,강북구,20,시내,Y
목동중앙로,1140039500,1140012100,1140011900,신목동역,한신청구아파트앞,397.0,2,Y,114,양천구,20,시내,Y
목동중앙로,1140039600,1140037400,1140037600,목동초교,신목동역,86.0,1,Y,114,양천구,20,시내,Y
남부순환로,1140039800,1140036700,1150019200,화곡로입구,외발산사거리,1641.0,9,Y,114,양천구,20,시내,Y
안양천로,1140039900,1140038200,1140037600,양화교,신목동역,471.0,2,Y,114,양천구,20,시내,Y
안양천로,1140040000,1140037600,1150015900,신목동역,양화교,476.0,4,Y,114,양천구,20,시내,Y
안양천로,1140040200,1150015900,1150000200,양화교,안양천로_염창IC,343.0,3,Y,115,강서구,20,시내,Y
국회대로 지하차도,1140040700,1140030400,1140028300,목동지하차도(서측),화곡고가사거리,1395.0,1,Y,114,양천구,20,시내,Y
국회대로,1140041400,1140028900,1140029300,화곡고가사거리,양동초교입구,194.0,2,Y,114,양천구,20,시내,Y
공항대로,1150000300,1140039900,1150000100,등촌사거리,염창역,848.0,5,Y,114,양천구,20,시내,Y
공항대로,1150000500,1150023900,1140039900,등촌동현대아파트,등촌사거리,959.0,2,Y,115,강서구,20,시내,Y
공항대로,1150000900,1150025500,1150023900,강서구청입구,등촌동현대아파트,231.0,4,Y,115,강서구,20,시내,Y
여의공원로,1180034802,1180052800,1180051200,여의도지구대,국민건강보험공단,156.0,1,Y,118,영등포구,20,시내,Y
공항대로,1150001300,1150027800,1150025500,88체육관,강서구청입구,733.0,4,Y,115,강서구,20,시내,Y
양천로,1150001500,1150030400,1150026800,강서구청별관입구,증미역,524.0,1,Y,115,강서구,20,시내,Y
양천로,1150001600,1150026800,1150030400,증미역,강서구청별관입구,524.0,1,Y,115,강서구,20,시내,Y
공항대로,1150001700,1150029000,1150027800,발산역,88체육관,558.0,1,Y,115,강서구,20,시내,Y
공항대로,1150002000,1150029000,1150030800,발산역,마곡역,1013.0,5,Y,115,강서구,20,시내,Y
양천로,1150002200,1150030400,1150032100,강서구청별관입구,가양역,318.0,1,Y,115,강서구,20,시내,Y
올림픽대로,1150002300,1150035700,1150000500,가양대교남단,염창IC,1865.0,2,Y,115,강서구,10,도시고속,Y
올림픽대로,1150002400,1150026000,1150035800,염창IC,가양대교남단,1867.0,1,Y,115,강서구,10,도시고속,Y
양천로,1150002600,1150032100,1150035900,가양역,가양3-5단지,367.0,1,Y,115,강서구,20,시내,Y
양천로,1150002700,1150038000,1150035900,서진학교,가양3-5단지,304.0,1,Y,115,강서구,20,시내,Y
양천로,1150002800,1150035900,1150038000,가양3-5단지,서진학교,304.0,1,Y,115,강서구,20,시내,Y
양천로,1150002900,1150042100,1150038000,양천향교역,서진학교,804.0,2,Y,115,강서구,20,시내,Y
양천로,1150003000,1150038000,1150042100,서진학교,양천향교역,804.0,2,Y,115,강서구,20,시내,Y
올림픽대로,1150003100,1150046500,1150035700,가양IC,가양대교남단,1584.0,2,Y,115,강서구,10,도시고속,Y
올림픽대로,1150003200,1150035800,1150048100,가양대교남단,가양IC,1585.0,2,Y,115,강서구,10,도시고속,Y
양천로,1150003300,1150046900,1150042100,방화2단지,양천향교역,1976.0,8,Y,115,강서구,20,시내,Y
양천로,1150003500,1150047700,1150045600,방화사거리,개화사거리,703.0,4,Y,115,강서구,20,시내,Y
양천로,1150003600,1150045600,1150047700,개화사거리,방화사거리,706.0,5,Y,115,강서구,20,시내,Y
양천로,1150003700,1150047400,1150046900,신방화사거리,방화2단지,333.0,3,Y,115,강서구,20,시내,Y
양천로,1150003800,1150046900,1150047400,방화2단지,신방화사거리,335.0,3,Y,115,강서구,20,시내,Y
양천로,1150003900,1150047700,1150047400,방화사거리,신방화사거리,465.0,3,Y,115,강서구,20,시내,Y
개화동로,1150004100,1150050700,1150045600,상사마을입구,개화사거리,1030.0,4,Y,115,강서구,20,시내,Y
개화동로,1150004200,1150045600,1150050700,개화사거리,상사마을입구,1033.0,4,Y,115,강서구,20,시내,Y
김포공항IC(인천국제공항고속도로 진출램프),1150004300,1670018600,1150045600,김포공항IC,개화사거리,2042.0,3,N,,,20,시내,Y
김포공항IC(인천국제공항고속도로 진입램프),1150004400,1150045600,1670018600,개화사거리,김포공항IC,2125.0,3,N,,,20,시내,Y
올림픽대로,1150004600,1150048100,1150051300,가양IC,방화대교남단(88JC),2358.0,2,Y,115,강서구,10,도시고속,Y
김포대로,1150004700,1150051200,1150050700,개화교,상사마을입구,219.0,2,Y,115,강서구,20,시내,Y
개화동로,1150004900,1150003101,1150050700,행주대교남단교차로,상사마을입구,1097.0,3,Y,115,강서구,20,시내,Y
개화동로,1150005000,1150050700,1150052300,상사마을입구,행주대교남단교차로,1080.0,5,Y,115,강서구,20,시내,Y
김포대로,1150005200,1150051200,2320000407,개화교,고촌IC(남측),286.0,1,Y,115,강서구,20,시내,Y
인천국제공항고속도로,1150005600,1150002900,1150051400,인천공항고속도로김포시계,방화대교남단,2180.0,1,N,,,10,도시고속,Y
인천국제공항고속도로,1150005700,1150002600,1150002900,방화대교남단,인천공항고속도로김포시계,2186.0,2,N,,,10,도시고속,Y
인천국제공항고속도로,1150005900,1150051400,2180044900,방화대교남단,북로JC,836.0,2,N,,,10,도시고속,Y
여의공원로,1180028903,1180045100,1180046200,동아일보하단,여의도공원,169.0,1,Y,118,영등포구,20,시내,Y
여의공원로,1180034801,1180051200,1180009500,국민건강보험공단,한국수출입은행,152.0,1,Y,118,영등포구,20,시내,Y
여의공원로,1180032200,1180009500,1180046200,한국수출입은행,여의도공원,480.0,1,Y,118,영등포구,20,시내,Y
여의공원로,1180032300,1180046200,1180009500,여의도공원,한국수출입은행,480.0,1,Y,118,영등포구,20,시내,Y
여의공원로,1180028802,1180046200,1180045100,여의도공원,동아일보하단,169.0,1,Y,118,영등포구,20,시내,Y
여의공원로,1180034901,1180009500,1180051200,한국수출입은행,국민건강보험공단,152.0,1,Y,118,영등포구,20,시내,Y
여의공원로,1180034902,1180051200,1180052800,국민건강보험공단,여의도지구대,158.0,1,Y,118,영등포구,20,시내,Y
올림픽대로,1150006100,1150051300,1150003000,방화대교남단(88JC),개화동로진입(올림픽대로),1062.0,2,Y,115,강서구,10,도시고속,Y
개화IC(올림픽대로성남방향 진입램프),1150006400,1150052300,1150052000,행주대교남단교차로,개화동로진입(올림픽대로),854.0,2,N,,,20,시내,Y
올림픽대로,1150006500,1150052700,1150052000,행주대교남단(개화IC),개화동로진입(올림픽대로),629.0,1,Y,115,강서구,10,도시고속,Y
올림픽대로,1150006600,1150003000,1150052900,개화동로진입(올림픽대로),행주대교남단(개화IC),622.0,1,Y,115,강서구,10,도시고속,Y
개화동로,1150006800,1150052300,1150003300,행주대교남단교차로,행주대교남단(개화IC),408.0,2,Y,115,강서구,20,시내,Y
개화IC(올림픽대로김포방향 진출램프),1150006900,1150053900,1150003102,개화IC13,개화IC,940.0,2,N,,,20,시내,Y
벌말로,1150007000,1150052900,1150003200,행주대교남단(개화IC),벌말로김포시계,545.0,2,Y,115,강서구,20,시내,Y
개화동로,1150007200,1150003400,1150003300,행주대교고양시계,행주대교남단(개화IC),973.0,1,Y,115,강서구,20,시내,Y
개화동로,1150007300,1150003300,1150003400,행주대교남단(개화IC),행주대교고양시계,975.0,2,Y,115,강서구,20,시내,Y
곰달래로,1150007400,1150008500,1140031600,화곡사거리,곰달래사거리,808.0,3,Y,115,강서구,20,시내,Y
곰달래로,1150007800,1140033500,1150008500,목동사거리,화곡사거리,1457.0,5,Y,114,양천구,20,시내,Y
강서로,1150008000,1150003900,1150008500,화곡터널남단,화곡사거리,355.0,2,Y,115,강서구,20,시내,Y
강서로,1150008100,1150008500,1150003900,화곡사거리,화곡터널남단,355.0,2,Y,115,강서구,20,시내,Y
강서로17길,1150008200,1150003900,1150003700,화곡터널남단,화곡대림아파트,585.0,2,Y,115,강서구,20,시내,Y
덕릉로,1080008200,1080014400,1080002800,강북경찰서,번동사거리,489.0,1,Y,108,강북구,20,시내,Y
삼양로,1080008300,1080015700,1080002300,우이초등학교,화계사입구,340.0,1,Y,108,강북구,20,시내,Y
덕릉로,1080008900,1090000500,1080002800,우이3교,번동사거리,316.0,2,Y,109,도봉구,20,시내,Y
덕릉로,1080009000,1080002800,1090000500,번동사거리,우이3교,320.0,2,Y,108,강북구,20,시내,Y
오패산로,1080009200,1080014400,1080016100,강북경찰서,수유역,436.0,3,Y,108,강북구,20,시내,Y
도봉로,1080009400,1080015200,1080016100,대한병원,수유역,319.0,1,Y,108,강북구,20,시내,Y
인수봉로,1080009600,1080002200,1080003400,한신대,국립재활원앞,761.0,2,Y,108,강북구,20,시내,Y
한천로,1080009700,1080003300,1080002800,강북구청,번동사거리,735.0,3,Y,108,강북구,20,시내,Y
한천로,1080009800,1080002800,1080003300,번동사거리,강북구청,735.0,3,Y,108,강북구,20,시내,Y
도봉로,1080010000,1080016100,1080003300,수유역,강북구청,237.0,1,Y,108,강북구,20,시내,Y
노해로,1080010300,1080017400,1080002900,광산사거리,대한병원,868.0,4,Y,108,강북구,20,시내,Y
노해로,1080010400,1080015200,1080017400,대한병원,광산사거리,819.0,4,Y,108,강북구,20,시내,Y
삼각산로,1080010500,1080003400,1080003200,국립재활원앞,국립재활원,246.0,1,Y,108,강북구,20,시내,Y
삼각산로,1080010700,1080003600,1080003400,우이초등교앞,국립재활원앞,432.0,1,Y,108,강북구,20,시내,Y
삼각산로,1080010800,1080003400,1080003600,국립재활원앞,우이초등교앞,429.0,1,Y,108,강북구,20,시내,Y
한천로,1080011100,1080017400,1080003300,광산사거리,강북구청,599.0,3,Y,108,강북구,20,시내,Y
한천로,1080011200,1080003300,1080017400,강북구청,광산사거리,599.0,3,Y,108,강북구,20,시내,Y
도봉로,1080011300,1090000700,1080003300,우이교,강북구청,512.0,2,Y,109,도봉구,20,시내,Y
인수봉로,1080011500,1080003800,1080003400,국립4.19묘지,국립재활원앞,868.0,1,Y,108,강북구,20,시내,Y
인수봉로,1080011600,1080003400,1080003800,국립재활원앞,국립4.19묘지,859.0,1,Y,108,강북구,20,시내,Y
4.19로,1080012100,1080003800,1080003500,국립4.19묘지,아카데미하우스,1190.0,1,Y,108,강북구,20,시내,Y
4.19로,1080012200,1080003500,1080003800,아카데미하우스,국립4.19묘지,1179.0,1,Y,108,강북구,20,시내,Y
노해로,1080012300,1090001500,1080017400,숭미파출소,광산사거리,539.0,4,Y,109,도봉구,20,시내,Y
한천로,1080012500,1080003900,1080017400,국립4.19묘지입구,광산사거리,911.0,3,Y,108,강북구,20,시내,Y
한천로,1080012600,1080017400,1080003900,광산사거리,국립4.19묘지입구,919.0,3,Y,108,강북구,20,시내,Y
마들로,1090012600,1090018200,1090019100,도봉중교,노원교(서단),956.0,2,Y,109,도봉구,20,시내,Y
도봉로,1090012700,1090000200,1090004200,도봉역,신도봉사거리,1043.0,3,Y,109,도봉구,20,시내,Y
도봉로,1090012800,1090004200,1090000200,신도봉사거리,도봉역,1043.0,3,Y,109,도봉구,20,시내,Y
마들로,1090012900,1090020400,1090019100,상도교(서단),노원교(서단),647.0,4,Y,109,도봉구,20,시내,Y
마들로,1090013000,1090019100,1090020400,노원교(서단),상도교(서단),657.0,4,Y,109,도봉구,20,시내,Y
도봉산길,1090013200,1090020500,1090000300,도봉산입구,도봉산역,634.0,4,N,109,도봉구,20,시내,N
동일로,1100000300,1100018000,1100012800,공릉역,태릉입구역,912.0,5,Y,110,노원구,20,시내,Y
동일로,1100000400,1100012800,1100018000,태릉입구역,공릉역,912.0,5,Y,110,노원구,20,시내,Y
동부간선도로,1100000600,1060027100,1100022700,월릉교동측,동부간선도로-월계로램프(1),2064.0,2,Y,106,중랑구,10,도시고속,Y
동일로,1100000700,1100020200,1100018000,서울과학기술대입구,공릉역,397.0,1,Y,110,노원구,20,시내,Y
동일로,1100000800,1100018000,1100020200,공릉역,서울과학기술대입구,397.0,1,Y,110,노원구,20,시내,Y
동일로,1100001000,1100020200,1100023200,서울과학기술대입구,하계지하보차도,506.0,2,Y,110,노원구,20,시내,Y
동일로,1100001100,1100026000,1100023200,하계역,하계지하보차도,323.0,1,Y,110,노원구,20,시내,Y
동일로,1100001200,1100023200,1100026000,하계지하보차도,하계역,323.0,1,Y,110,노원구,20,시내,Y
동부간선도로,1100001300,1100024500,1100021100,월계1교서측,동부간선도로-월계로램프(8),706.0,1,N,110,노원구,10,도시고속,N
동부간선도로,1100001400,1100022700,1100024800,동부간선도로-월계로램프(1),월계1교동측,657.0,2,Y,110,노원구,10,도시고속,Y
동일로,1100001500,1100028400,1100026000,노원구민회관,하계역,324.0,1,Y,110,노원구,20,시내,Y
동일로,1100001600,1100026000,1100028400,하계역,노원구민회관,324.0,1,Y,110,노원구,20,시내,Y
여의공원로,1180028801,1180045100,1180042900,동아일보하단,한국방송공사앞,288.0,1,Y,118,영등포구,20,시내,Y
은행로,1180033700,1180009000,1180009800,국회앞지하차도북단,수출입은행,485.0,1,Y,118,영등포구,20,시내,Y
은행로,1180036002,1180054100,1180053400,순복음교회,삼도오피스텔,85.0,1,Y,118,영등포구,20,시내,Y
은행로,1180036001,1180053400,1180009800,삼도오피스텔,수출입은행,149.0,1,Y,118,영등포구,20,시내,Y
은행로,1180036101,1180009800,1180053400,수출입은행,삼도오피스텔,149.0,1,Y,118,영등포구,20,시내,Y
은행로,1180033600,1180009800,1180009000,수출입은행,국회앞지하차도북단,485.0,1,Y,118,영등포구,20,시내,Y
동일로,1100001800,1100028400,1100029400,노원구민회관,중계근린공원,284.0,1,Y,110,노원구,20,시내,Y
동부간선도로,1100001900,1100031900,1100024500,녹천교,월계1교서측,963.0,,N,110,노원구,10,도시고속,N
동부간선도로,1100002000,1100024800,1100031900,월계1교동측,녹천교,954.0,3,Y,110,노원구,10,도시고속,Y
동일로,1100002100,1100030200,1100029400,중원초교앞,중계근린공원,290.0,1,Y,110,노원구,20,시내,Y
동일로,1100002200,1100029400,1100030200,중계근린공원,중원초교앞,290.0,1,Y,110,노원구,20,시내,Y
동일로,1100002300,1100032100,1100030200,중계역,중원초교앞,228.0,1,Y,110,노원구,20,시내,Y
동일로,1100002400,1100030200,1100032100,중원초교앞,중계역,228.0,1,Y,110,노원구,20,시내,Y
동부간선도로,1100002500,1100032900,1100031900,당현초교(동부간선도로),녹천교,245.0,,N,110,노원구,10,도시고속,N
동일로,1100002800,1100032100,1100033900,중계역,상계백병원,413.0,2,Y,110,노원구,20,시내,Y
동부간선도로,1100003000,1100032900,1100034500,당현초교(동부간선도로),상계주공3단지(동부간선도로),290.0,2,Y,110,노원구,10,도시고속,Y
동일로,1100003100,1100035100,1100033900,상계2-6단지,상계백병원,283.0,1,Y,110,노원구,20,시내,Y
동일로,1100003200,1100033900,1100035100,상계백병원,상계2-6단지,281.0,1,Y,110,노원구,20,시내,Y
동부간선도로,1100003400,1100034500,1100036200,상계주공3단지(동부간선도로),창동교,324.0,2,Y,110,노원구,10,도시고속,Y
동일로,1100003600,1100035100,1100037800,상계2-6단지,노원역,326.0,2,Y,110,노원구,20,시내,Y
동부간선도로,1100003700,1100037400,1100036200,노원구청(동부간선도로),창동교,161.0,,N,110,노원구,10,도시고속,N
동일로,1100003900,1100039500,1100037800,도봉운전면허시험장,노원역,148.0,2,Y,110,노원구,20,시내,Y
동부간선도로,1100004100,1100043100,1100037400,상계교,노원구청(동부간선도로),569.0,,N,110,노원구,10,도시고속,N
동일로,1100004300,1100043500,1100039500,온수골사거리,도봉운전면허시험장,630.0,3,Y,110,노원구,20,시내,Y
동일로,1100004400,1100039500,1100043500,도봉운전면허시험장,온수골사거리,630.0,3,Y,110,노원구,20,시내,Y
동일로,1100004500,1100045700,1100043500,마들역,온수골사거리,385.0,1,Y,110,노원구,20,시내,Y
동부간선도로,1100004800,1100043100,1100044400,상계교,노원성당,560.0,1,Y,110,노원구,10,도시고속,Y
동일로,1100005100,1100047000,1100045700,상계11-13단지,마들역,314.0,1,Y,110,노원구,20,시내,Y
동부간선도로,1100005300,1100052000,1100086301,노원교,도봉지하차도,1428.0,2,Y,110,노원구,10,도시고속,Y
동부간선도로,1100005400,1100044400,1100052000,노원성당,노원교,1422.0,3,Y,110,노원구,10,도시고속,Y
동일로,1100005500,1100048000,1100047000,상계14-16단지,상계11-13단지,358.0,1,Y,110,노원구,20,시내,Y
동일로,1100005800,1100048000,1100050000,상계14-16단지,수락산역,872.0,7,Y,110,노원구,20,시내,Y
동일로243길,1100006100,1100003400,1100050000,노원교,수락산역,330.0,4,Y,110,노원구,20,시내,Y
동일로243길,1100006300,1090019100,1100003400,노원교(서단),노원교,191.0,2,Y,109,도봉구,20,시내,Y
동일로243길,1100006400,1100003400,1090019100,노원교,노원교(서단),188.0,2,Y,110,노원구,20,시내,Y
동일로,1100006600,1100050000,1100051800,수락산역,동부간선도로수락분기점,940.0,5,Y,110,노원구,20,시내,Y
동부간선도로,1100006700,1100003500,1100052000,동부간선도로수락분기점,노원교,1197.0,2,Y,110,노원구,10,도시고속,Y
동부간선도로,1100006800,1100052000,1100051800,노원교,동부간선도로수락분기점,1196.0,3,Y,110,노원구,10,도시고속,Y
화랑로,1100007100,1100000100,1100011500,월릉교서측,석계고가차도(동측),140.0,3,Y,110,노원구,20,시내,Y
화랑로,1100007200,1100011500,1100000100,석계고가차도(동측),월릉교서측,141.0,3,Y,110,노원구,20,시내,Y
화랑로,1100007500,1100012600,1100000200,공릉초교,월릉교동측,207.0,2,Y,110,노원구,20,시내,Y
화랑로,1100007600,1100000200,1100012600,월릉교동측,공릉초교,207.0,2,Y,110,노원구,20,시내,Y
화랑로,1100007900,1100013500,1100012800,구묵동교,태릉입구역,279.0,2,Y,110,노원구,20,시내,Y
화랑로,1100008000,1100012800,1100013500,태릉입구역,구묵동교,279.0,2,Y,110,노원구,20,시내,Y
화랑로,1100008200,1100013500,1100014700,구묵동교,화랑대역,559.0,1,Y,110,노원구,20,시내,Y
석계로,1100008300,1100004100,1100003700,광운대역,석계역,1081.0,3,Y,110,노원구,20,시내,Y
석계로,1100008400,1100003700,1100004100,석계역,광운대역,1097.0,3,Y,110,노원구,20,시내,Y
섬밭로,1100008700,1100016900,1100012400,한천교동측,월릉교동측,896.0,2,Y,110,노원구,20,시내,Y
섬밭로,1100008800,1100012400,1100016900,월릉교동측,한천교동측,898.0,2,Y,110,노원구,20,시내,Y
동일로173가길,1100008900,1100004300,1100012600,공릉신명아파트,공릉초교,899.0,5,Y,110,노원구,20,시내,Y
동일로173가길,1100009000,1100012600,1100004300,공릉초교,공릉신명아파트,898.0,5,Y,110,노원구,20,시내,Y
공릉로,1100009300,1100004400,1100013500,공릉파출소,구묵동교,973.0,4,Y,110,노원구,20,시내,Y
공릉로,1100009400,1100013500,1100004400,구묵동교,공릉파출소,975.0,4,Y,110,노원구,20,시내,Y
노원로,1100009700,1100019200,1100015100,원자력병원입구,화랑대사거리,742.0,3,Y,110,노원구,20,시내,Y
노원로,1100009800,1100015100,1100019200,화랑대사거리,원자력병원입구,745.0,3,Y,110,노원구,20,시내,Y
섬밭로,1100010200,1100004500,1100016900,공릉라이프아파트,한천교동측,367.0,1,Y,110,노원구,20,시내,Y
공릉로,1100010500,1100004600,1100004400,공릉동부아파트,공릉파출소,133.0,1,Y,110,노원구,20,시내,Y
공릉로,1100010600,1100004400,1100004600,공릉파출소,공릉동부아파트,132.0,1,Y,110,노원구,20,시내,Y
동일로191가길,1100010700,1100020100,1100004300,노원문화원,공릉신명아파트,418.0,1,Y,110,노원구,20,시내,Y
동일로191가길,1100010800,1100004300,1100020100,공릉신명아파트,노원문화원,419.0,1,Y,110,노원구,20,시내,Y
광운로,1100011000,1100004100,1100019700,광운대역,인덕대학입구,846.0,2,Y,110,노원구,20,시내,Y
마들로,1100011100,1100020600,1100004200,녹천중교,한천교,1114.0,2,Y,110,노원구,20,시내,Y
공릉로,1100011700,1100004900,1100004600,서울과학기술대,공릉동부아파트,303.0,1,Y,110,노원구,20,시내,Y
은행로,1180036102,1180053400,1180054100,삼도오피스텔,순복음교회,85.0,1,Y,118,영등포구,20,시내,Y
충민로,1230045700,1230014900,1230014300,소리공원,가든파이브툴동,102.0,1,Y,123,송파구,20,시내,Y
충민로,1230049500,1230016600,1230016100,문정3차대우아파트,한림고교,208.0,2,Y,123,송파구,20,시내,Y
충민로,1230048900,1230016100,1230015900,한림고교,육영학교입구,387.0,1,Y,123,송파구,20,시내,Y
충민로,1230043800,1230014300,1230014100,가든파이브툴동,글샘공원,439.0,1,Y,123,송파구,20,시내,Y
충민로,1230047700,1230015900,1230015000,육영학교입구,문현고교,246.0,1,Y,123,송파구,20,시내,Y
충민로,1230044200,1230014100,1230014400,글샘공원,장지역,237.0,1,Y,123,송파구,20,시내,Y
공릉로,1100011800,1100004600,1100004900,공릉동부아파트,서울과학기술대,300.0,1,Y,110,노원구,20,시내,Y
섬밭로,1100012200,1100004500,1100021700,공릉라이프아파트,공릉지하차도(남측),274.0,1,Y,110,노원구,20,시내,Y
월계로,1100012300,1100005000,1100004800,녹천중교,인덕대학입구,597.0,4,Y,110,노원구,20,시내,Y
월계로,1100012400,1100004800,1100005000,인덕대학입구,녹천중교,597.0,4,Y,110,노원구,20,시내,Y
공릉로,1100012700,1100005200,1100004900,한천중학교,서울과학기술대,405.0,2,Y,110,노원구,20,시내,Y
공릉로,1100012800,1100004900,1100005200,서울과학기술대,한천중학교,404.0,2,Y,110,노원구,20,시내,Y
화랑로,1100013000,1100015100,2210004600,화랑대사거리,갈매사거리,4491.0,5,Y,110,노원구,20,시내,Y
월계로,1100013500,1100023500,1100005000,월계1교서측,녹천중교,183.0,2,Y,110,노원구,20,시내,Y
월계로,1100013600,1100005000,1100023100,녹천중교,월계1교서측,183.0,2,Y,110,노원구,20,시내,Y
노원로,1100013700,1100026900,1100019200,공릉터널,원자력병원입구,1090.0,3,Y,110,노원구,20,시내,Y
노원로,1100013800,1100019200,1100026900,원자력병원입구,공릉터널,1094.0,3,Y,110,노원구,20,시내,Y
월계로,1100014000,1100023100,1100024000,월계1교서측,월계1교동측,96.0,1,Y,110,노원구,20,시내,Y
섬밭로,1100014300,1100025100,1100023000,"하계5,6단지",중현초교,148.0,1,Y,110,노원구,20,시내,Y
마들로,1100014500,1100005400,1100020600,월계역입구,녹천중교,343.0,2,Y,110,노원구,20,시내,Y
마들로,1100014600,1100020600,1100005400,녹천중교,월계역입구,342.0,2,Y,110,노원구,20,시내,Y
공릉로,1100014700,1100005600,1100005200,연촌초교,한천중학교,380.0,2,Y,110,노원구,20,시내,Y
한글비석로,1100015000,1100024000,1100025100,월계1교동측,"하계5,6단지",288.0,2,Y,110,노원구,20,시내,Y
한글비석로,1100015500,1100026000,1100025100,하계역,"하계5,6단지",236.0,1,Y,110,노원구,20,시내,Y
공릉로,1100015700,1100005600,1100027200,연촌초교,을지병원,283.0,3,Y,110,노원구,20,시내,Y
공릉로,1100015800,1100027200,1100005600,을지병원,연촌초교,297.0,3,Y,110,노원구,20,시내,Y
섬밭로,1100015900,1100006100,1100025100,중평초교,"하계5,6단지",402.0,1,Y,110,노원구,20,시내,Y
한글비석로,1100016400,1100026000,1100027200,하계역,을지병원,232.0,1,Y,110,노원구,20,시내,Y
한글비석로,1100016800,1100027200,1100028000,을지병원,노원자동차검사소,210.0,2,Y,110,노원구,20,시내,Y
노원로,1100016900,1100028500,1100026900,대진고교앞,공릉터널,470.0,4,Y,110,노원구,20,시내,Y
노원로,1100017000,1100026900,1100028500,공릉터널,대진고교앞,474.0,2,Y,110,노원구,20,시내,Y
공릉로,1100017300,1100028800,1100027200,홈플러스중계점,을지병원,259.0,1,Y,110,노원구,20,시내,Y
중계로,1100017900,1100028100,1100026900,중계지하차도,공릉터널,236.0,1,Y,110,노원구,20,시내,Y
섬밭로,1100018300,1100006500,1100006100,중계그린아파트,중평초교,284.0,1,Y,110,노원구,20,시내,Y
섬밭로,1100018400,1100006100,1100006500,중평초교,중계그린아파트,284.0,1,Y,110,노원구,20,시내,Y
마들로,1100018500,1090006400,1100005400,녹천교서단,월계역입구,1410.0,3,Y,109,도봉구,20,시내,Y
노원로,1100019200,1100028500,1100030000,대진고교앞,노원경찰서,596.0,3,Y,110,노원구,20,시내,Y
공릉로,1100019300,1100006700,1100028800,용동초교,홈플러스중계점,284.0,2,Y,110,노원구,20,시내,Y
한글비석로,1100019800,1100028500,1100030800,대진고교앞,서라벌고교,661.0,2,Y,110,노원구,20,시내,Y
섬밭로,1100020100,1100029900,1100006500,북부여성발전센터,중계그린아파트,289.0,1,Y,110,노원구,20,시내,Y
